YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Age(years),Education,Sex,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2013,2018,TX,Washington,Health Report,Risk Factors,Obesity,Percentage affected,%,Age-adjusted,86.87,60.51,*,Estimate,19.92,80.8,4767,8901,36-50,High School,Female,Low,Other,"(35.5593, -97.9744)",4,8,7,8,113,Sex,Group A,1,1
2020,2015,WA,Florida,Survey,Health Status,Alcohol Use,Awareness level,%,Crude,86.32,4.11,,Suppressed,37.23,90.72,4954,1903,36-50,Some College,Female,Low,Hispanic,"(39.3885, -72.0492)",4,9,4,4,139,Income,Group A,4,1
2023,2011,TX,Texas,Health Report,Prevention,Obesity,Incidence rate,%,Age-adjusted,59.09,40.44,*,Suppressed,26.39,55.61,3667,3238,18-25,Some College,Male,High,Other,"(34.9289, -94.1991)",9,9,7,9,123,Race,Group C,1,3
2016,2010,IL,Washington,Census,Prevention,Smoking,Percentage affected,Rate per 100k,Age-adjusted,58.3,23.47,†,Estimate,26.79,83.68,1634,7651,36-50,High School,Male,Low,White,"(46.8951, -102.5355)",4,1,5,4,146,Income,Group B,4,2
2012,2021,FL,Illinois,Survey,Prevention,Obesity,Percentage affected,Rate per 100k,Crude,88.91,34.27,*,Estimate,13.08,65.76,1219,6792,18-25,Graduate,Female,Low,White,"(44.1662, -76.0185)",7,6,8,7,36,Income,Group C,3,2
2024,2013,TX,Texas,Census,Risk Factors,Smoking,Percentage affected,Rate per 100k,Age-adjusted,44.39,57.22,,Estimate,28.68,92.6,379,9887,18-25,Graduate,Female,Medium,Asian,"(39.0409, -123.8672)",8,6,6,6,158,Age,Group C,1,1
2011,2021,TX,California,Health Report,Health Status,Obesity,Awareness level,Rate per 100k,Age-adjusted,97.82,73.07,*,Estimate,13.47,78.78,4750,1453,18-25,Some College,Female,Medium,Black,"(33.0103, -67.3870)",4,7,5,1,92,Race,Group B,2,3
2019,2014,FL,Texas,Census,Prevention,Diabetes,Percentage affected,%,Age-adjusted,33.47,78.32,†,Suppressed,46.61,51.27,3757,5169,36-50,Graduate,Male,Low,White,"(45.8994, -91.6319)",7,8,6,6,154,Income,Group A,1,1
2017,2019,GA,Florida,Health Report,Health Status,Alcohol Use,Percentage affected,%,Crude,24.41,94.02,*,Suppressed,48.69,68.15,2865,2530,18-25,High School,Female,Low,Asian,"(25.6297, -93.7676)",8,5,3,6,87,Age,Group C,4,2
2011,2014,IL,New York,Census,Prevention,Smoking,Percentage affected,Rate per 100k,Age-adjusted,1.09,99.81,,,39.16,69.97,2526,3621,50+,Graduate,Female,Low,Other,"(41.6650, -96.4497)",5,9,7,3,69,Race,Group C,4,3
2013,2016,WA,Washington,Health Report,Health Status,Obesity,Incidence rate,%,Age-adjusted,60.59,93.57,†,Estimate,5.17,52.06,2363,8199,36-50,Graduate,Male,Medium,Asian,"(33.4624, -113.8710)",6,4,6,9,31,Age,Group A,2,3
2014,2021,GA,North Carolina,Census,Prevention,Alcohol Use,Awareness level,Rate per 100k,Crude,57.96,6.64,,Suppressed,18.47,67.9,1868,3257,50+,Some College,Female,Medium,White,"(25.7828, -119.1646)",8,5,5,1,136,Income,Group C,4,1
2012,2015,NY,Illinois,Health Report,Prevention,Diabetes,Awareness level,%,Age-adjusted,4.45,29.92,*,Suppressed,9.22,85.89,1804,7810,50+,Some College,Female,High,White,"(29.9474, -102.7679)",6,6,1,3,58,Sex,Group C,4,1
2017,2024,NY,California,Health Report,Risk Factors,Alcohol Use,Incidence rate,%,Crude,11.2,60.37,,Estimate,12.1,86.81,4838,4525,50+,Graduate,Female,High,Black,"(28.3867, -86.8529)",5,3,3,3,82,Race,Group B,2,4
2014,2024,WA,Illinois,Census,Risk Factors,Diabetes,Awareness level,Rate per 100k,Crude,50.07,94.44,*,Estimate,5.99,82.12,199,9922,50+,Graduate,Female,High,Black,"(42.6387, -73.4846)",5,7,1,5,125,Age,Group C,2,2
2020,2021,FL,Georgia,Survey,Health Status,Obesity,Incidence rate,%,Crude,99.66,61.46,,Suppressed,8.82,64.06,4346,3122,50+,Some College,Male,Low,White,"(30.0409, -122.6836)",6,7,2,7,197,Income,Group A,3,2
2011,2017,FL,Georgia,Census,Risk Factors,Diabetes,Awareness level,Rate per 100k,Crude,16.54,32.15,,,13.71,70.2,3820,9756,18-25,Graduate,Male,Low,White,"(35.4887, -113.8854)",4,5,3,4,130,Income,Group C,1,3
2013,2011,FL,New York,Census,Health Status,Diabetes,Awareness level,Rate per 100k,Crude,76.84,69.05,*,Suppressed,9.02,83.53,1588,2608,36-50,Graduate,Female,High,White,"(29.4608, -79.0130)",8,5,8,1,180,Race,Group B,4,3
2011,2021,GA,New York,Survey,Risk Factors,Obesity,Percentage affected,Rate per 100k,Crude,57.08,47.77,*,,4.91,72.49,978,4391,26-35,Some College,Male,Low,Asian,"(41.1350, -114.0394)",9,8,8,7,125,Age,Group C,3,4
2010,2012,NC,New York,Census,Health Status,Alcohol Use,Percentage affected,Rate per 100k,Age-adjusted,43.62,38,†,Estimate,28.63,99.06,2706,5858,26-35,High School,Male,Low,White,"(38.2706, -113.4563)",9,1,4,5,161,Age,Group A,4,2
2018,2019,TX,Washington,Health Report,Risk Factors,Diabetes,Incidence rate,%,Crude,96.46,12.21,*,Suppressed,43.15,74.96,1325,7679,26-35,High School,Male,Low,Hispanic,"(28.7226, -87.8455)",1,7,3,7,31,Race,Group B,3,4
2013,2013,CA,North Carolina,Survey,Prevention,Smoking,Awareness level,%,Crude,69.59,78.58,*,Estimate,31.86,73.79,3200,5257,18-25,Some College,Male,Low,Black,"(44.2054, -68.4680)",4,4,4,4,67,Sex,Group C,1,4
2012,2024,NC,Washington,Health Report,Health Status,Alcohol Use,Incidence rate,Rate per 100k,Crude,73.1,47.21,*,,48.6,93.57,2419,1892,50+,High School,Female,Low,Other,"(26.4035, -114.0963)",9,2,5,4,164,Sex,Group A,1,2
2017,2013,CA,New York,Census,Prevention,Smoking,Percentage affected,Rate per 100k,Age-adjusted,54.06,1.56,,Estimate,19.18,78.58,157,3116,50+,Some College,Female,High,Other,"(29.8631, -116.5015)",6,8,3,9,177,Race,Group C,2,3
2024,2019,CA,New York,Census,Prevention,Diabetes,Incidence rate,Rate per 100k,Crude,86.76,5.5,,Estimate,16.23,99.41,2825,1093,50+,Graduate,Female,Medium,Hispanic,"(25.3070, -99.7029)",3,7,5,6,189,Age,Group B,2,2
2022,2024,NY,Washington,Survey,Risk Factors,Alcohol Use,Percentage affected,%,Crude,97.95,9.16,*,Estimate,16.13,61.46,4459,835,26-35,Graduate,Female,High,Black,"(34.4088, -99.7162)",6,6,4,1,85,Income,Group B,3,4
2024,2012,CA,Texas,Health Report,Risk Factors,Diabetes,Percentage affected,%,Age-adjusted,44.74,86.14,*,Estimate,32.73,83.19,4099,778,26-35,Graduate,Male,Low,Other,"(25.7751, -83.4449)",6,8,7,7,32,Sex,Group C,1,2
2015,2023,IL,North Carolina,Survey,Prevention,Diabetes,Incidence rate,Rate per 100k,Crude,43.69,78.85,,,4.95,61.93,2758,3337,36-50,Graduate,Female,Low,Black,"(27.4619, -74.8727)",2,9,2,7,77,Income,Group B,2,1
2015,2010,NY,North Carolina,Census,Prevention,Alcohol Use,Incidence rate,Rate per 100k,Crude,54.73,7.75,†,Estimate,10.65,55.72,3723,2105,26-35,Some College,Female,Medium,Other,"(32.9087, -70.2047)",6,8,6,4,194,Age,Group B,4,2
2021,2013,FL,California,Census,Prevention,Alcohol Use,Awareness level,%,Age-adjusted,42.06,60.63,†,Estimate,9.67,97.21,1577,1521,36-50,High School,Female,Medium,Hispanic,"(43.0008, -83.4524)",6,6,2,7,58,Sex,Group B,3,4
2020,2019,NC,Florida,Health Report,Health Status,Obesity,Percentage affected,%,Crude,86.59,51.81,†,,10.59,69.39,415,2431,36-50,Graduate,Female,High,Black,"(44.0723, -97.5785)",7,1,1,2,60,Age,Group B,3,2
2022,2017,NC,Texas,Health Report,Prevention,Smoking,Incidence rate,%,Age-adjusted,34.95,17.98,†,Estimate,45.46,89.09,1221,1868,18-25,Graduate,Male,Low,Black,"(39.5876, -78.5134)",7,6,7,9,198,Age,Group C,2,3
2015,2013,TX,New York,Health Report,Prevention,Alcohol Use,Percentage affected,Rate per 100k,Age-adjusted,6.08,43.29,†,Estimate,40.46,82.43,891,2416,36-50,Some College,Female,Low,Other,"(30.3741, -120.5765)",1,4,6,5,158,Race,Group A,3,1
2011,2019,WA,Washington,Health Report,Risk Factors,Obesity,Percentage affected,Rate per 100k,Age-adjusted,90.19,92.68,*,Estimate,16.08,92.62,166,814,50+,Graduate,Female,Medium,Asian,"(46.9566, -99.9578)",2,6,4,1,132,Race,Group A,3,2
2021,2010,NC,California,Census,Prevention,Obesity,Awareness level,%,Crude,46.69,98.03,†,Estimate,26.62,79.96,326,1922,26-35,Some College,Male,Low,Other,"(41.8127, -108.0654)",6,1,5,3,72,Age,Group C,3,3
2015,2011,WA,North Carolina,Census,Health Status,Obesity,Percentage affected,%,Age-adjusted,10.53,91.28,*,Estimate,18.64,93.88,2967,1573,36-50,Graduate,Female,High,Hispanic,"(44.9932, -73.0360)",3,5,6,1,118,Age,Group C,3,2
2014,2017,WA,Florida,Health Report,Prevention,Diabetes,Percentage affected,%,Age-adjusted,44.3,36.26,†,,39.47,54.64,3470,8897,18-25,Some College,Male,Low,Black,"(47.6777, -123.6887)",8,3,6,8,190,Race,Group C,1,4
2020,2013,GA,Illinois,Census,Prevention,Obesity,Incidence rate,%,Age-adjusted,40.81,8.22,,Estimate,20.6,93.48,1747,9332,50+,Some College,Female,Low,Other,"(31.5161, -76.5380)",9,8,5,2,184,Race,Group A,2,3
2023,2022,TX,Illinois,Health Report,Prevention,Smoking,Awareness level,%,Crude,56.49,50.74,*,Estimate,33.7,55.5,4655,5137,50+,Graduate,Female,Medium,Black,"(39.7953, -87.9186)",6,6,4,5,41,Income,Group A,2,2
2023,2016,FL,Georgia,Census,Health Status,Diabetes,Awareness level,%,Age-adjusted,87.61,6.4,†,Estimate,37.37,94.89,2564,7495,50+,High School,Male,Medium,Asian,"(27.3404, -70.0088)",6,5,1,9,82,Age,Group B,4,4
2010,2020,GA,California,Survey,Prevention,Obesity,Incidence rate,%,Age-adjusted,89.86,90.55,*,Estimate,6.27,68.05,2595,2936,50+,Graduate,Male,Low,Asian,"(43.6277, -76.9262)",8,5,9,6,138,Income,Group B,1,1
2024,2021,GA,California,Health Report,Prevention,Diabetes,Percentage affected,Rate per 100k,Age-adjusted,42.13,90.62,,Suppressed,43.63,63.6,339,7493,36-50,Some College,Female,Low,Black,"(32.8141, -104.3760)",8,6,1,4,45,Race,Group A,3,3
2010,2019,WA,New York,Health Report,Health Status,Alcohol Use,Percentage affected,Rate per 100k,Age-adjusted,98.25,10.31,,Suppressed,23.68,76.21,1858,9996,18-25,High School,Female,High,Asian,"(31.1752, -67.7259)",8,3,8,2,85,Sex,Group C,1,2
2015,2010,WA,Texas,Survey,Health Status,Diabetes,Incidence rate,Rate per 100k,Crude,62.8,20.93,,Suppressed,25.87,68.7,2014,7818,36-50,High School,Male,Low,Hispanic,"(31.7911, -81.7409)",8,4,8,9,192,Income,Group C,2,3
2015,2014,CA,Georgia,Survey,Prevention,Diabetes,Percentage affected,Rate per 100k,Crude,55.74,4.38,*,Estimate,48.09,70.11,872,7880,26-35,High School,Female,Medium,Hispanic,"(37.7829, -114.3575)",8,4,6,8,1,Income,Group A,4,4
2019,2013,GA,Georgia,Survey,Health Status,Alcohol Use,Percentage affected,Rate per 100k,Crude,16.48,46.77,,,42.31,78.26,4805,9877,26-35,Some College,Female,High,Black,"(37.4684, -92.6681)",1,8,4,9,187,Age,Group A,4,2
2022,2010,TX,North Carolina,Survey,Risk Factors,Obesity,Awareness level,Rate per 100k,Crude,40.98,78.88,,Suppressed,26.34,76.18,3606,1677,26-35,High School,Male,Medium,Black,"(36.5455, -78.0116)",8,8,9,1,107,Race,Group C,2,3
2015,2014,GA,New York,Survey,Prevention,Alcohol Use,Percentage affected,Rate per 100k,Crude,4.87,85.71,,Suppressed,35.36,87.78,1816,4048,36-50,Graduate,Female,Medium,Asian,"(29.2224, -83.8140)",3,8,9,2,40,Race,Group A,2,4
2015,2019,IL,Texas,Survey,Health Status,Obesity,Awareness level,%,Age-adjusted,10.62,4.91,†,Suppressed,33.67,57.08,1326,1729,26-35,Some College,Female,Medium,White,"(48.8650, -109.1692)",9,8,2,6,22,Race,Group A,4,3
2021,2017,NY,Texas,Survey,Health Status,Smoking,Awareness level,Rate per 100k,Crude,68.65,24.64,,,10.34,92.61,121,7718,18-25,Graduate,Male,Medium,White,"(27.2148, -112.0923)",7,6,6,7,16,Age,Group A,2,3
2013,2013,CA,New York,Health Report,Risk Factors,Diabetes,Incidence rate,%,Crude,45.05,56.46,†,,45.94,97.34,1325,7420,50+,High School,Female,Medium,White,"(27.3622, -92.9086)",6,4,1,2,63,Race,Group B,4,4
2014,2022,NY,North Carolina,Census,Prevention,Diabetes,Percentage affected,%,Crude,6.23,50.13,,Suppressed,15.89,55.53,4508,6099,26-35,Some College,Male,Low,Black,"(38.5089, -71.3160)",9,5,8,4,101,Sex,Group A,2,2
2018,2016,IL,Florida,Survey,Risk Factors,Obesity,Incidence rate,Rate per 100k,Age-adjusted,87.62,40.81,,Estimate,13.67,72.68,445,7410,36-50,Some College,Female,Medium,Black,"(36.2643, -119.9667)",5,1,3,7,61,Age,Group C,3,4
2012,2015,NY,New York,Survey,Prevention,Obesity,Percentage affected,Rate per 100k,Age-adjusted,73.42,50.58,*,,7.1,96.81,650,8958,36-50,High School,Male,Low,Hispanic,"(33.9028, -92.3074)",6,5,4,4,84,Sex,Group B,4,3
2011,2012,FL,Washington,Census,Prevention,Smoking,Awareness level,%,Crude,33.23,51.01,†,,45.39,82.34,2969,4124,50+,Some College,Female,Medium,Hispanic,"(41.3166, -104.0521)",8,4,5,4,77,Age,Group A,1,4
2017,2013,GA,New York,Health Report,Health Status,Smoking,Incidence rate,%,Crude,8.9,73.57,†,Estimate,25.38,52.35,2947,8952,36-50,Graduate,Female,Medium,Asian,"(36.4202, -101.5772)",1,6,9,4,3,Income,Group B,1,4
2019,2015,TX,Washington,Health Report,Risk Factors,Smoking,Incidence rate,Rate per 100k,Crude,73.95,35.6,*,Estimate,42.49,67.43,4335,8972,50+,High School,Male,Low,Other,"(28.3980, -91.9245)",3,9,3,4,36,Age,Group B,1,3
2015,2010,CA,Texas,Health Report,Risk Factors,Alcohol Use,Incidence rate,%,Age-adjusted,49.07,51.49,*,Suppressed,7.85,96.49,1042,9779,18-25,Graduate,Female,High,White,"(44.8429, -83.8994)",8,3,5,2,77,Race,Group C,2,4
2019,2016,GA,Texas,Census,Prevention,Smoking,Percentage affected,%,Age-adjusted,5.47,70.89,†,Estimate,19.8,98.33,315,4095,26-35,Graduate,Male,High,Asian,"(46.9241, -103.6226)",4,4,5,9,135,Age,Group A,1,4
2024,2020,GA,Illinois,Health Report,Prevention,Diabetes,Percentage affected,%,Crude,97.06,21.2,,,6.37,94.92,3749,3404,26-35,Graduate,Female,Medium,Asian,"(45.0537, -91.8703)",1,6,1,3,42,Age,Group C,1,2
2020,2020,NY,North Carolina,Health Report,Health Status,Diabetes,Incidence rate,Rate per 100k,Age-adjusted,94.76,97.87,,,46.25,84.82,4395,1000,36-50,Graduate,Female,Low,White,"(40.2348, -114.8565)",6,1,8,9,94,Income,Group B,2,1
2014,2023,NY,North Carolina,Health Report,Prevention,Smoking,Percentage affected,Rate per 100k,Age-adjusted,74.86,68.47,†,,25.52,60.82,4649,7924,26-35,Graduate,Male,Low,Hispanic,"(26.9833, -122.0388)",6,2,3,2,107,Race,Group A,4,4
2012,2010,IL,Florida,Survey,Prevention,Smoking,Incidence rate,Rate per 100k,Crude,75.88,32.61,*,Estimate,5.83,57.58,1046,9122,36-50,High School,Female,Medium,Other,"(28.2389, -75.6207)",7,4,3,8,193,Age,Group B,2,1
2015,2015,FL,California,Health Report,Risk Factors,Diabetes,Awareness level,Rate per 100k,Age-adjusted,46.58,31.87,,Suppressed,36.83,76.25,3235,4722,36-50,Graduate,Male,Medium,Other,"(39.7732, -114.9539)",2,8,7,7,94,Sex,Group A,1,2
2019,2022,CA,California,Census,Prevention,Alcohol Use,Percentage affected,%,Crude,36.48,98.41,,,39.62,63.21,1942,7845,26-35,High School,Male,Low,Black,"(48.0756, -69.3951)",5,9,2,8,10,Sex,Group C,3,2
2023,2022,CA,New York,Census,Risk Factors,Obesity,Percentage affected,Rate per 100k,Age-adjusted,87.05,52.91,†,,40.8,97.37,3693,4430,36-50,Some College,Female,Low,White,"(32.8940, -115.2061)",7,9,8,4,135,Race,Group C,1,2
2023,2017,GA,Georgia,Survey,Health Status,Smoking,Incidence rate,Rate per 100k,Age-adjusted,51.65,84.59,*,,19.31,71.99,2770,7759,18-25,Some College,Female,Medium,Hispanic,"(47.5301, -105.3700)",1,3,3,1,77,Race,Group A,4,1
2019,2018,GA,North Carolina,Health Report,Risk Factors,Diabetes,Awareness level,%,Crude,80.78,81.67,†,,45.64,58.31,3529,1854,18-25,Some College,Female,High,Black,"(28.2251, -83.2485)",9,4,2,4,9,Sex,Group C,3,2
2010,2010,FL,Washington,Census,Health Status,Alcohol Use,Awareness level,%,Age-adjusted,42.25,85.88,*,Suppressed,24.31,98.65,1038,8385,26-35,High School,Female,High,Black,"(26.5175, -88.3505)",4,9,7,8,4,Age,Group C,4,2
2010,2023,FL,New York,Survey,Health Status,Smoking,Incidence rate,%,Age-adjusted,25.83,10.61,,Estimate,12.62,55.68,4834,7908,18-25,Graduate,Male,High,Asian,"(41.6088, -122.2004)",6,3,3,3,5,Age,Group C,4,2
2010,2018,WA,New York,Survey,Risk Factors,Smoking,Awareness level,Rate per 100k,Age-adjusted,87.57,10.79,,Suppressed,39.18,58.92,298,179,36-50,Graduate,Male,High,Hispanic,"(32.8744, -100.4677)",8,6,9,1,180,Income,Group C,3,3
2015,2020,GA,Georgia,Census,Risk Factors,Obesity,Awareness level,Rate per 100k,Age-adjusted,56.47,78.87,†,,18.75,84.59,2690,8886,36-50,Graduate,Female,High,Asian,"(38.4859, -83.8583)",2,8,4,5,151,Race,Group A,3,3
2010,2013,FL,Washington,Survey,Prevention,Alcohol Use,Awareness level,%,Age-adjusted,86.77,65.08,,,7.55,56.63,4440,4006,36-50,Some College,Male,High,Asian,"(33.0801, -115.4993)",6,9,1,9,152,Race,Group A,1,3
2010,2012,WA,Washington,Health Report,Risk Factors,Diabetes,Incidence rate,Rate per 100k,Crude,33.57,75.02,†,,40.05,60.64,4308,9894,36-50,High School,Male,Medium,Asian,"(36.3977, -93.7902)",4,7,7,8,95,Race,Group A,4,4
2024,2024,CA,Illinois,Census,Prevention,Obesity,Percentage affected,Rate per 100k,Age-adjusted,37.95,12.72,,,8.89,86.15,1690,215,36-50,Graduate,Female,High,Asian,"(37.4676, -112.7875)",6,7,2,4,191,Sex,Group B,1,4
2018,2015,IL,Georgia,Census,Prevention,Alcohol Use,Awareness level,%,Crude,44.86,9.34,†,,23.29,65.04,3522,2404,18-25,High School,Female,Medium,White,"(33.1350, -71.9495)",3,6,8,1,3,Income,Group C,2,4
2018,2022,FL,Florida,Survey,Health Status,Obesity,Percentage affected,%,Age-adjusted,43.8,39.38,*,Suppressed,31.78,92.06,3372,1779,36-50,Some College,Male,High,Other,"(35.7512, -90.9016)",9,9,1,6,131,Income,Group B,3,4
2023,2014,WA,Texas,Census,Risk Factors,Smoking,Awareness level,Rate per 100k,Age-adjusted,67.72,1.46,*,,13.9,73.67,1032,7513,18-25,Graduate,Male,Low,Other,"(29.8854, -78.3385)",9,9,8,1,1,Race,Group C,1,4
2017,2020,CA,California,Health Report,Prevention,Diabetes,Incidence rate,Rate per 100k,Age-adjusted,88.9,12.33,†,Suppressed,8.19,88.78,3448,4522,26-35,Some College,Female,High,Asian,"(47.8894, -72.1034)",5,3,4,6,163,Income,Group A,2,4
2014,2016,GA,Illinois,Census,Prevention,Diabetes,Awareness level,%,Crude,64.9,56.83,*,,16.69,53.44,1937,5867,50+,Graduate,Female,High,White,"(26.2140, -95.9122)",1,4,4,5,193,Race,Group A,3,1
2021,2019,NY,North Carolina,Census,Risk Factors,Smoking,Percentage affected,%,Crude,34.21,67.22,*,Suppressed,29.37,66.53,1784,1861,50+,High School,Male,High,Other,"(46.7191, -79.1673)",8,1,4,5,131,Age,Group A,2,3
2020,2023,IL,Washington,Health Report,Risk Factors,Alcohol Use,Incidence rate,%,Age-adjusted,61.16,10.76,,Estimate,10.29,91.25,508,9126,18-25,Graduate,Female,Medium,Black,"(32.0889, -73.9247)",4,4,3,5,40,Age,Group B,4,2
2013,2020,WA,Illinois,Survey,Health Status,Obesity,Awareness level,Rate per 100k,Crude,6.94,91.75,†,Estimate,31.89,74.31,910,6177,50+,Graduate,Female,High,White,"(40.9925, -72.4190)",6,5,2,8,85,Race,Group A,3,2
2012,2017,WA,Florida,Census,Risk Factors,Diabetes,Percentage affected,Rate per 100k,Crude,76.68,81.06,*,Estimate,19.77,98.31,1158,1414,18-25,High School,Male,Medium,Other,"(46.2009, -106.8601)",7,9,7,2,165,Age,Group B,4,4
2013,2017,TX,California,Census,Health Status,Alcohol Use,Percentage affected,%,Crude,48.48,49.63,,,12.03,53.43,4669,2825,50+,Graduate,Male,Medium,Hispanic,"(29.5968, -76.0969)",3,3,2,2,10,Sex,Group C,4,2
2023,2020,IL,North Carolina,Survey,Health Status,Diabetes,Incidence rate,Rate per 100k,Crude,8.83,95.03,*,,18.51,88.33,3373,818,36-50,High School,Female,Medium,Asian,"(40.3296, -111.2104)",6,5,3,1,102,Race,Group C,3,1
2020,2010,NY,California,Health Report,Risk Factors,Smoking,Incidence rate,%,Age-adjusted,55.65,83.47,,,18.47,66.41,2953,6810,36-50,High School,Male,High,Other,"(44.9188, -68.6789)",5,6,7,3,81,Sex,Group C,2,1
2016,2021,CA,North Carolina,Health Report,Risk Factors,Obesity,Awareness level,Rate per 100k,Age-adjusted,47.92,11.58,*,Estimate,18.98,85.79,4157,515,36-50,Some College,Male,Medium,Black,"(25.1746, -80.2609)",8,7,4,6,68,Race,Group B,4,4
2011,2011,CA,California,Census,Prevention,Alcohol Use,Awareness level,%,Crude,7.96,1.74,,,20.08,78.24,4880,6079,18-25,Graduate,Male,Low,Asian,"(48.1035, -119.0449)",6,7,2,8,68,Sex,Group A,3,2
2018,2011,CA,Washington,Health Report,Risk Factors,Smoking,Awareness level,Rate per 100k,Age-adjusted,71.92,15.85,†,Estimate,10.79,99.82,3385,5568,36-50,Graduate,Female,High,White,"(48.0099, -108.7635)",9,5,1,8,121,Race,Group B,3,2
2022,2016,WA,New York,Survey,Risk Factors,Alcohol Use,Awareness level,Rate per 100k,Crude,14.87,6.2,,Suppressed,28.96,86.68,3258,3748,26-35,Graduate,Male,Medium,White,"(35.3633, -113.5570)",5,2,3,9,25,Sex,Group A,1,1
2013,2017,GA,New York,Survey,Health Status,Smoking,Awareness level,%,Age-adjusted,53.42,73.71,,Estimate,36.87,94.36,1989,4453,36-50,High School,Male,Low,Black,"(39.1202, -74.0618)",3,7,2,3,113,Race,Group B,2,1
2021,2020,GA,New York,Health Report,Health Status,Obesity,Percentage affected,%,Crude,25.46,87.01,†,Estimate,15.55,71.01,4320,8712,26-35,Graduate,Female,High,Other,"(34.2851, -81.6194)",8,6,6,6,65,Sex,Group C,4,3
2011,2013,IL,Illinois,Health Report,Health Status,Obesity,Incidence rate,%,Crude,54.54,84.65,,Suppressed,10.17,85.7,1054,5698,18-25,High School,Male,High,Other,"(40.5841, -75.1984)",1,5,6,3,26,Income,Group A,4,4
2010,2016,GA,Georgia,Census,Risk Factors,Smoking,Awareness level,Rate per 100k,Age-adjusted,8.73,64.62,*,Suppressed,10.25,92.72,2969,2403,26-35,Graduate,Female,Medium,Hispanic,"(34.3390, -86.0762)",2,8,8,9,46,Income,Group A,3,3
2018,2024,FL,Texas,Survey,Risk Factors,Smoking,Percentage affected,%,Age-adjusted,28.6,93.49,†,Suppressed,38.87,94.74,2837,797,26-35,Graduate,Female,Medium,Black,"(31.0118, -79.9502)",6,5,9,3,112,Age,Group A,2,3
2022,2020,CA,Georgia,Health Report,Health Status,Alcohol Use,Incidence rate,%,Age-adjusted,80.74,39.12,†,,20.54,60.05,378,6324,50+,High School,Female,Medium,Other,"(44.0001, -95.8475)",2,8,3,6,180,Race,Group C,4,3
2011,2013,WA,North Carolina,Survey,Health Status,Obesity,Percentage affected,Rate per 100k,Age-adjusted,41.34,15.24,*,Suppressed,15.2,62.34,3856,9018,36-50,Graduate,Female,Medium,Black,"(26.9177, -95.8602)",6,7,2,9,108,Race,Group C,2,2
2012,2023,NY,Georgia,Census,Health Status,Smoking,Awareness level,Rate per 100k,Crude,53.47,12.11,,Suppressed,13.3,91.85,4728,2812,36-50,Graduate,Male,High,Asian,"(27.6080, -101.7842)",7,6,3,8,157,Age,Group B,1,4
